"specie"	"genomesize"
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Prochlorococcus_marinus_str_MIT_9312_MIT_9312_"	1709204
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Synechococcus_sp_8F6_8F6_"	2510697
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
"Cyanobium_sp_Aljojuca_7A6_Aljojuca_7A6_"	3131121
